item,Open,Close,Volume
0,53.919998,52.950001,5309600
1,52.740002,52.93,4232100
2,52.950001,51.919998,5640900
3,51.91,51.830002,5586600
4,51.75,51.740002,4966700
5,52.139999,52.630001,4985100
6,52.049999,53.669998,6269300
7,53.189999,53.939999,5096400
8,53.669998,53.25,5478400
9,53.599998,53.490002,4963800
10,53.689999,54.950001,6061900
11,55.25,54.799999,5753100
12,54.93,55.810001,6051000
13,55.91,56.48,4802400
14,56.27,56.630001,4133900
15,56.599998,57.189999,2972200
16,57.23,56.919998,3312400
17,56.849998,56.419998,3469600
18,56.130001,57.060001,3520100
19,57.299999,57.34,4542600
20,57.990002,58.419998,4166600
21,58.549999,57.77,2716500
22,58.240002,58.310001,2131300
23,57.669998,57.66,2729700
24,57.439999,57.959999,2864500
25,57.900002,57.07,4441100
26,57.18,57.41,3519600
27,56.990002,56.959999,2558900
